category,createdAt,quantity,total,Rubro,Clase,mes_año_x,PIB,IPC,IVCM_alimentos
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Hierbas, especias y extractos",2022-08-31 00:00:00+00:00,148698.0,21358224.1496,"Alimentos, bebidas y tabaco","Hierbas, especias y extractos",2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Salmuera, salsas y aceitunas",2022-08-31 00:00:00+00:00,17156.25,26665915.21495797,"Alimentos, bebidas y tabaco","Salmuera, salsas y aceitunas",2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Salsas, condimentos y productos para untar",2022-08-31 00:00:00+00:00,9008.0,9131411.4,"Alimentos, bebidas y tabaco","Salsas, condimentos y productos para untar",2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Vinagres y vinos de cocinar",2022-08-31 00:00:00+00:00,1090.0,894838.0,"Alimentos, bebidas y tabaco",Vinagres y vinos de cocinar,2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutas",2022-08-31 00:00:00+00:00,97711.97835,153759519.51213345,"Alimentos, bebidas y tabaco",Frutas,2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutos secos",2022-08-31 00:00:00+00:00,26019.0,38733262.87355279,"Alimentos, bebidas y tabaco",Frutos secos,2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras",2022-08-31 00:00:00+00:00,190537.27148,385331660.8640996,"Alimentos, bebidas y tabaco",Verduras,2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Pescados y mariscos / Mariscos frescos",2022-08-31 00:00:00+00:00,936.0,4795208.0,"Alimentos, bebidas y tabaco",Mariscos frescos,2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Pescados y mariscos / Pescados",2022-08-31 00:00:00+00:00,10935.1,41146476.02,"Alimentos, bebidas y tabaco",Pescados,2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Pescados y mariscos / Plantas acuáticas",2022-08-31 00:00:00+00:00,232.0,413317.476,"Alimentos, bebidas y tabaco",Plantas acuáticas,2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes procesadas y preparadas",2022-08-31 00:00:00+00:00,58660.0773,241245664.5367916,"Alimentos, bebidas y tabaco",Carnes procesadas y preparadas,2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes y aves de corral",2022-08-31 00:00:00+00:00,254999.186,352251865.773596,"Alimentos, bebidas y tabaco",Carnes y aves de corral,2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Productos de panadería / Pan, galletas y pastelitos dulces",2022-08-31 00:00:00+00:00,1095052.23123,440384942.5446309,"Alimentos, bebidas y tabaco","Pan, galletas y pastelitos dulces",2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Productos de panadería / Suministros y mezclas para hacer al horno",2022-08-31 00:00:00+00:00,16380.5,20370062.2,"Alimentos, bebidas y tabaco",Suministros y mezclas para hacer al horno,2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Productos de panadería / Tartas, empanadas y pastas",2022-08-31 00:00:00+00:00,118767.0,238180112.22332013,"Alimentos, bebidas y tabaco","Tartas, empanadas y pastas",2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Huevos y sustitutos",2022-08-31 00:00:00+00:00,77127.0,23757701.64636,"Alimentos, bebidas y tabaco",Huevos y sustitutos,2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Productos de leche y mantequilla",2022-08-31 00:00:00+00:00,1002055816.175,14181167726.718998,"Alimentos, bebidas y tabaco",Productos de leche y mantequilla,2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Quesos",2022-08-31 00:00:00+00:00,17302.78,27865845.135631613,"Alimentos, bebidas y tabaco",Quesos,2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Tabaco, productos para fumar y substitutos / Productos, suministros y accesorios para tabaco",2022-08-31 00:00:00+00:00,155.0,697300.0,"Alimentos, bebidas y tabaco","Productos, suministros y accesorios para tabaco",2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Tabaco, productos para fumar y substitutos / Tabaco y substitutos",2022-08-31 00:00:00+00:00,209.0,5581900.0,"Alimentos, bebidas y tabaco",Tabaco y substitutos,2022-08,51360.885368268,1.0,120.0895824077
"Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Aceites vegetales y grasas comestibles",2022-09-30 00:00:00+00:00,14931.0,66909968.1775134,"Alimentos, bebidas y tabaco",Aceites vegetales y grasas comestibles,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Grasas y aceites animales comestibles",2022-09-30 00:00:00+00:00,1972.0,5842187.294,"Alimentos, bebidas y tabaco",Grasas y aceites animales comestibles,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Acompañamientos preparados",2022-09-30 00:00:00+00:00,8499.0,71598840.0488084,"Alimentos, bebidas y tabaco",Acompañamientos preparados,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Bebidas y comidas infantiles",2022-09-30 00:00:00+00:00,15126.0,19108372.9832,"Alimentos, bebidas y tabaco",Bebidas y comidas infantiles,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Empanadas, tartas y pies",2022-09-30 00:00:00+00:00,34725.0,64971429.92742756,"Alimentos, bebidas y tabaco","Empanadas, tartas y pies",2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Ensaladas preparadas",2022-09-30 00:00:00+00:00,684.0,1446388.0,"Alimentos, bebidas y tabaco",Ensaladas preparadas,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas",2022-09-30 00:00:00+00:00,40487.5,52168725.68062433,"Alimentos, bebidas y tabaco","Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas",2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Materiales y mezclas instantáneas",2022-09-30 00:00:00+00:00,6570.0,6522224.714058823,"Alimentos, bebidas y tabaco",Materiales y mezclas instantáneas,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Pasta o tallarines naturales",2022-09-30 00:00:00+00:00,46273.0,128733090.21432447,"Alimentos, bebidas y tabaco",Pasta o tallarines naturales,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Platos combinados empaquetados",2022-09-30 00:00:00+00:00,18330.0,29902234.0,"Alimentos, bebidas y tabaco",Platos combinados empaquetados,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Postres y decoraciones",2022-09-30 00:00:00+00:00,111357.0,89736970.17939024,"Alimentos, bebidas y tabaco",Postres y decoraciones,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Sandwiches y panecillos con relleno",2022-09-30 00:00:00+00:00,27893.61,57445368.15412638,"Alimentos, bebidas y tabaco",Sandwiches y panecillos con relleno,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Sopas y estofados",2022-09-30 00:00:00+00:00,15872.0,10522364.0,"Alimentos, bebidas y tabaco",Sopas y estofados,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Tentempiés",2022-09-30 00:00:00+00:00,16219.0,31536770.291702,"Alimentos, bebidas y tabaco",Tentempiés,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Bebidas / Bebidas alcohólicas",2022-09-30 00:00:00+00:00,16346.0,42312244.33,"Alimentos, bebidas y tabaco",Bebidas alcohólicas,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Bebidas / Bebidas no alcohólicas",2022-09-30 00:00:00+00:00,56806199.0,1260052904.0517282,"Alimentos, bebidas y tabaco",Bebidas no alcohólicas,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Bebidas / Café y té",2022-09-30 00:00:00+00:00,44890.0,153755382.83603147,"Alimentos, bebidas y tabaco",Café y té,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Cereales y Legumbres / Cereales",2022-09-30 00:00:00+00:00,63219.0,513418177.0522884,"Alimentos, bebidas y tabaco",Cereales,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Cereales y Legumbres / Cereales procesados",2022-09-30 00:00:00+00:00,76029.0,42253741.723457,"Alimentos, bebidas y tabaco",Cereales procesados,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Cereales y Legumbres / Legumbres",2022-09-30 00:00:00+00:00,8097.0,106670477.71115294,"Alimentos, bebidas y tabaco",Legumbres,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Chocolates, azúcares, edulcorantes y productos de confitería / Productos de chocolates, azúcares y edulcorantes",2022-09-30 00:00:00+00:00,455975.1,50594542.45690586,"Alimentos, bebidas y tabaco","Productos de chocolates, azúcares y edulcorantes",2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Chocolates, azúcares, edulcorantes y productos de confitería / Productos de confitería",2022-09-30 00:00:00+00:00,104204.0,66177180.3173,"Alimentos, bebidas y tabaco",Productos de confitería,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Hierbas, especias y extractos",2022-09-30 00:00:00+00:00,260697.5,60445772.59640469,"Alimentos, bebidas y tabaco","Hierbas, especias y extractos",2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Salmuera, salsas y aceitunas",2022-09-30 00:00:00+00:00,25455.25,37768192.16344603,"Alimentos, bebidas y tabaco","Salmuera, salsas y aceitunas",2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Salsas, condimentos y productos para untar",2022-09-30 00:00:00+00:00,13370.0,14682054.919189,"Alimentos, bebidas y tabaco","Salsas, condimentos y productos para untar",2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Vinagres y vinos de cocinar",2022-09-30 00:00:00+00:00,698.0,1072035.368421,"Alimentos, bebidas y tabaco",Vinagres y vinos de cocinar,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutas",2022-09-30 00:00:00+00:00,140783.6521,238092201.8461244,"Alimentos, bebidas y tabaco",Frutas,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutos secos",2022-09-30 00:00:00+00:00,10423.06,18446106.09695812,"Alimentos, bebidas y tabaco",Frutos secos,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras",2022-09-30 00:00:00+00:00,242689.802,527598535.9587869,"Alimentos, bebidas y tabaco",Verduras,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Pescados y mariscos / Mariscos frescos",2022-09-30 00:00:00+00:00,1040.5,18339320.94793,"Alimentos, bebidas y tabaco",Mariscos frescos,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Pescados y mariscos / Pescados",2022-09-30 00:00:00+00:00,15024.9,100704210.35358736,"Alimentos, bebidas y tabaco",Pescados,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Pescados y mariscos / Plantas acuáticas",2022-09-30 00:00:00+00:00,132.0,231529.1505,"Alimentos, bebidas y tabaco",Plantas acuáticas,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes procesadas y preparadas",2022-09-30 00:00:00+00:00,56681.586,200265042.02974436,"Alimentos, bebidas y tabaco",Carnes procesadas y preparadas,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes y aves de corral",2022-09-30 00:00:00+00:00,1297435.57501,381801397.357998,"Alimentos, bebidas y tabaco",Carnes y aves de corral,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Productos de panadería / Pan, galletas y pastelitos dulces",2022-09-30 00:00:00+00:00,516908.35879,559286249.8726716,"Alimentos, bebidas y tabaco","Pan, galletas y pastelitos dulces",2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Productos de panadería / Suministros y mezclas para hacer al horno",2022-09-30 00:00:00+00:00,9492.0,45607303.79731427,"Alimentos, bebidas y tabaco",Suministros y mezclas para hacer al horno,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Productos de panadería / Tartas, empanadas y pastas",2022-09-30 00:00:00+00:00,48895.16666,128998229.74385,"Alimentos, bebidas y tabaco","Tartas, empanadas y pastas",2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Huevos y sustitutos",2022-09-30 00:00:00+00:00,110069.5,30891598.327936,"Alimentos, bebidas y tabaco",Huevos y sustitutos,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Productos de leche y mantequilla",2022-09-30 00:00:00+00:00,108162311.96,18993161999.49837,"Alimentos, bebidas y tabaco",Productos de leche y mantequilla,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Quesos",2022-09-30 00:00:00+00:00,21358.9472,40007229.7272561,"Alimentos, bebidas y tabaco",Quesos,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Tabaco, productos para fumar y substitutos / Productos, suministros y accesorios para tabaco",2022-09-30 00:00:00+00:00,378.0,160320.0,"Alimentos, bebidas y tabaco","Productos, suministros y accesorios para tabaco",2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Tabaco, productos para fumar y substitutos / Tabaco y substitutos",2022-09-30 00:00:00+00:00,14741.0,81943322.0,"Alimentos, bebidas y tabaco",Tabaco y substitutos,2022-09,51360.885368268,0.8,116.63557343585
"Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Aceites vegetales y grasas comestibles",2022-10-31 00:00:00+00:00,11589.0,32108181.33477292,"Alimentos, bebidas y tabaco",Aceites vegetales y grasas comestibles,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Grasas y aceites animales comestibles",2022-10-31 00:00:00+00:00,1667.0,6445012.0,"Alimentos, bebidas y tabaco",Grasas y aceites animales comestibles,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Acompañamientos preparados",2022-10-31 00:00:00+00:00,5084.0,25173886.1419,"Alimentos, bebidas y tabaco",Acompañamientos preparados,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Bebidas y comidas infantiles",2022-10-31 00:00:00+00:00,26993.0,35694682.129445,"Alimentos, bebidas y tabaco",Bebidas y comidas infantiles,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Empanadas, tartas y pies",2022-10-31 00:00:00+00:00,30488.0,52811785.58078151,"Alimentos, bebidas y tabaco","Empanadas, tartas y pies",2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Ensaladas preparadas",2022-10-31 00:00:00+00:00,240.0,1788082.09243685,"Alimentos, bebidas y tabaco",Ensaladas preparadas,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas",2022-10-31 00:00:00+00:00,44464.0,50906774.07423471,"Alimentos, bebidas y tabaco","Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas",2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Materiales y mezclas instantáneas",2022-10-31 00:00:00+00:00,7300.0,16251832.0,"Alimentos, bebidas y tabaco",Materiales y mezclas instantáneas,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Pasta o tallarines naturales",2022-10-31 00:00:00+00:00,24705.0,73537375.8184,"Alimentos, bebidas y tabaco",Pasta o tallarines naturales,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Platos combinados empaquetados",2022-10-31 00:00:00+00:00,762.0,12827249.5210084,"Alimentos, bebidas y tabaco",Platos combinados empaquetados,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Postres y decoraciones",2022-10-31 00:00:00+00:00,159792.0,72132087.02443561,"Alimentos, bebidas y tabaco",Postres y decoraciones,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Sandwiches y panecillos con relleno",2022-10-31 00:00:00+00:00,24194.735,45087299.819285385,"Alimentos, bebidas y tabaco",Sandwiches y panecillos con relleno,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Sopas y estofados",2022-10-31 00:00:00+00:00,4146.0,2741812.0,"Alimentos, bebidas y tabaco",Sopas y estofados,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Tentempiés",2022-10-31 00:00:00+00:00,22230.0,24949930.91334,"Alimentos, bebidas y tabaco",Tentempiés,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Bebidas / Bebidas alcohólicas",2022-10-31 00:00:00+00:00,17769.0,47995862.1857,"Alimentos, bebidas y tabaco",Bebidas alcohólicas,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Bebidas / Bebidas no alcohólicas",2022-10-31 00:00:00+00:00,601804.0,534964382.21577287,"Alimentos, bebidas y tabaco",Bebidas no alcohólicas,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Bebidas / Café y té",2022-10-31 00:00:00+00:00,35780.0,105012670.5973456,"Alimentos, bebidas y tabaco",Café y té,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Cereales y Legumbres / Cereales",2022-10-31 00:00:00+00:00,56697.0,277528538.3954343,"Alimentos, bebidas y tabaco",Cereales,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Cereales y Legumbres / Cereales procesados",2022-10-31 00:00:00+00:00,59068.0,50800633.442848,"Alimentos, bebidas y tabaco",Cereales procesados,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Cereales y Legumbres / Legumbres",2022-10-31 00:00:00+00:00,7471.0,50951466.6659,"Alimentos, bebidas y tabaco",Legumbres,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Chocolates, azúcares, edulcorantes y productos de confitería / Productos de chocolates, azúcares y edulcorantes",2022-10-31 00:00:00+00:00,88119.58,43876055.92212118,"Alimentos, bebidas y tabaco","Productos de chocolates, azúcares y edulcorantes",2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Chocolates, azúcares, edulcorantes y productos de confitería / Productos de confitería",2022-10-31 00:00:00+00:00,97668.0,183997083.18886077,"Alimentos, bebidas y tabaco",Productos de confitería,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Hierbas, especias y extractos",2022-10-31 00:00:00+00:00,368128.0,74497102.95826241,"Alimentos, bebidas y tabaco","Hierbas, especias y extractos",2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Salmuera, salsas y aceitunas",2022-10-31 00:00:00+00:00,55781.7,34963209.576932,"Alimentos, bebidas y tabaco","Salmuera, salsas y aceitunas",2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Salsas, condimentos y productos para untar",2022-10-31 00:00:00+00:00,17638.0,12935765.726321,"Alimentos, bebidas y tabaco","Salsas, condimentos y productos para untar",2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Vinagres y vinos de cocinar",2022-10-31 00:00:00+00:00,929.0,1688348.874,"Alimentos, bebidas y tabaco",Vinagres y vinos de cocinar,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutas",2022-10-31 00:00:00+00:00,137883.044,172676255.98246932,"Alimentos, bebidas y tabaco",Frutas,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutos secos",2022-10-31 00:00:00+00:00,22884.5,27222840.52,"Alimentos, bebidas y tabaco",Frutos secos,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras",2022-10-31 00:00:00+00:00,208184.73,442301370.1331096,"Alimentos, bebidas y tabaco",Verduras,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Pescados y mariscos / Invertebrados acuáticos",2022-10-31 00:00:00+00:00,6.0,10200.0,"Alimentos, bebidas y tabaco",Invertebrados acuáticos,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Pescados y mariscos / Mariscos frescos",2022-10-31 00:00:00+00:00,2244.0,8137765.0,"Alimentos, bebidas y tabaco",Mariscos frescos,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Pescados y mariscos / Pescados",2022-10-31 00:00:00+00:00,9514.0,50369775.0022,"Alimentos, bebidas y tabaco",Pescados,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Pescados y mariscos / Plantas acuáticas",2022-10-31 00:00:00+00:00,600.0,179519.0,"Alimentos, bebidas y tabaco",Plantas acuáticas,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes procesadas y preparadas",2022-10-31 00:00:00+00:00,49986.18,246747290.755173,"Alimentos, bebidas y tabaco",Carnes procesadas y preparadas,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes y aves de corral",2022-10-31 00:00:00+00:00,197050.0391,1167128768.1381657,"Alimentos, bebidas y tabaco",Carnes y aves de corral,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Productos de panadería / Pan, galletas y pastelitos dulces",2022-10-31 00:00:00+00:00,3336028.1414,632015307.2066072,"Alimentos, bebidas y tabaco","Pan, galletas y pastelitos dulces",2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Productos de panadería / Suministros y mezclas para hacer al horno",2022-10-31 00:00:00+00:00,14195.0,14429197.213163026,"Alimentos, bebidas y tabaco",Suministros y mezclas para hacer al horno,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Productos de panadería / Tartas, empanadas y pastas",2022-10-31 00:00:00+00:00,24096.0,110679102.9319444,"Alimentos, bebidas y tabaco","Tartas, empanadas y pastas",2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Huevos y sustitutos",2022-10-31 00:00:00+00:00,69204.0,30290437.985721413,"Alimentos, bebidas y tabaco",Huevos y sustitutos,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Productos de leche y mantequilla",2022-10-31 00:00:00+00:00,62677340.23,1882828581.2238889,"Alimentos, bebidas y tabaco",Productos de leche y mantequilla,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Quesos",2022-10-31 00:00:00+00:00,25644.255,50556337.60315709,"Alimentos, bebidas y tabaco",Quesos,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Tabaco, productos para fumar y substitutos / Productos, suministros y accesorios para tabaco",2022-10-31 00:00:00+00:00,7.0,1372158.0,"Alimentos, bebidas y tabaco","Productos, suministros y accesorios para tabaco",2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Tabaco, productos para fumar y substitutos / Tabaco y substitutos",2022-10-31 00:00:00+00:00,1550.0,43034300.0,"Alimentos, bebidas y tabaco",Tabaco y substitutos,2022-10,49459.581707941,0.9,123.39621755663
"Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Aceites vegetales y grasas comestibles",2022-11-30 00:00:00+00:00,9808.0,54743465.037,"Alimentos, bebidas y tabaco",Aceites vegetales y grasas comestibles,2022-11,49459.581707941,0.9,122.79031718157
"Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Grasas y aceites animales comestibles",2022-11-30 00:00:00+00:00,1306.0,3714224.4,"Alimentos, bebidas y tabaco",Grasas y aceites animales comestibles,2022-11,49459.581707941,0.9,122.79031718157
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Acompañamientos preparados",2022-11-30 00:00:00+00:00,4264.0,32126563.466675397,"Alimentos, bebidas y tabaco",Acompañamientos preparados,2022-11,49459.581707941,0.9,122.79031718157
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Bebidas y comidas infantiles",2022-11-30 00:00:00+00:00,10920.0,10849419.20504194,"Alimentos, bebidas y tabaco",Bebidas y comidas infantiles,2022-11,49459.581707941,0.9,122.79031718157
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Empanadas, tartas y pies",2022-11-30 00:00:00+00:00,19663.0,34915057.614605,"Alimentos, bebidas y tabaco","Empanadas, tartas y pies",2022-11,49459.581707941,0.9,122.79031718157
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Ensaladas preparadas",2022-11-30 00:00:00+00:00,110.0,260604.0,"Alimentos, bebidas y tabaco",Ensaladas preparadas,2022-11,49459.581707941,0.9,122.79031718157
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas",2022-11-30 00:00:00+00:00,16259.0,23824847.83840305,"Alimentos, bebidas y tabaco","Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas",2022-11,49459.581707941,0.9,122.79031718157
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Materiales y mezclas instantáneas",2022-11-30 00:00:00+00:00,3549.0,3630450.5061344537,"Alimentos, bebidas y tabaco",Materiales y mezclas instantáneas,2022-11,49459.581707941,0.9,122.79031718157
